Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code
48,2021,Chevrolet,Equinox,base,16084,21623,Certified,Dealership,81159
49,2022,GMC,Envoy,luxury,65,31393,New,Dealership,40634
50,2013,Mercedes,E-Class,base,100918,5639,Used,Dealership,74880
51,2017,Acura,Integra,base,117483,14408,Used,Dealership,17458
52,2002,BMW,3 Series,N/A,85598,15594,Used,Dealership,94145
53,2015,Lexus,LS,base,137779,6504,Used,Dealership,31588
54,2010,GMC,Yukon,sport,84266,16363,Used,Individual Seller,98656
55,2019,Lincoln,Navigator,base,30532,15691,Certified,Dealership,98748
56,2015,Ford,F-150,sport,23236,14203,Used,Individual Seller,58048
57,2023,Acura,TL,sport,74,29150,New,Dealership,60591
58,2016,Mazda,MX5,base,40972,10436,Used,Dealership,45223
59,2004,Chevrolet,Tahoe,N/A,95978,16006,Used,Dealership,53545
60,2015,Ford,Mustang,base,119391,6738,Used,Individual Seller,67189
61,2005,Hyundai,Tucson,N/A,68531,31472,Used,Dealership,65551
62,2010,Mazda,CX-90,luxury,33870,10136,Used,Individual Seller,66094
63,2001,Hyundai,Sonata,N/A,100999,6733,Used,Dealership,54634
64,2011,Mazda,CX-5,sport,24949,21178,Used,Dealership,60497
65,2004,Volkswagen,Jetta,N/A,69374,23452,Used,Individual Seller,43936
66,2013,Toyota,Avalon,base,59280,20483,Used,Dealership,52735
67,2016,GMC,Sierra,base,75185,11576,Used,Individual Seller,33684
68,2002,Volkswagen,Passat,N/A,98077,5645,Used,Dealership,81531
69,2005,Buick,LaCrosse,N/A,60573,18696,Used,Individual Seller,54287
70,2017,Audi,Q5,base,20271,32791,Used,Individual Seller,67679
71,1997,Lexus,GS,N/A,104443,15954,Used,Individual Seller,12923
72,1999,Acura,Integra,N/A,72870,19852,Used,Dealership,58170
73,2012,BMW,X3,luxury,26084,24768,Used,Dealership,68296
74,2001,Dodge,Durango,N/A,38042,25411,Used,Individual Seller,76472
75,2022,Chevrolet,Malibu,sport,95,39336,New,Dealership,96115
76,1998,Mazda,CX-50,N/A,125910,14975,Used,Individual Seller,65384
77,2001,Kia,Forte,N/A,113812,13355,Used,Individual Seller,68121
78,2017,Kia,Rio,base,37924,21119,Used,Individual Seller,30394
79,2006,BMW,X3,base,65428,10662,Used,Dealership,92665
80,2023,Chevrolet,Impala,base,64,47721,New,Dealership,51886
81,2018,Jeep,Grand Cherokee,base,6609,31258,Certified,Dealership,82161
82,1995,Lexus,ES300,N/A,130257,8065,Used,Dealership,12379
83,2011,Volvo,S70,luxury,41019,11587,Used,Individual Seller,61144
84,2019,Toyota,Land Cruiser,base,19378,29721,Certified,Dealership,71887
85,2010,BMW,X5,base,79210,11657,Used,Individual Seller,82353
86,1996,Dodge,Durango,N/A,88946,18715,Used,Dealership,29945
87,2003,Mazda,3,N/A,96705,8491,Used,Dealership,71752
88,2021,Kia,Rio,sport,28561,21712,Certified,Dealership,35081
89,1995,Lexus,LS,N/A,55210,30323,Used,Dealership,78864
90,2002,Honda,HR-V,N/A,126919,15430,Used,Individual Seller,40671
91,2020,Nissan,Rogue,base,16180,27529,Certified,Dealership,64256
92,2015,Kia,K5,base,112426,10401,Used,Dealership,73753
93,2008,Kia,K5,luxury,131836,9693,Used,Individual Seller,30866
94,2011,Buick,LaCrosse,base,147517,10849,Used,Individual Seller,77420
95,2015,Dodge,Charger,sport,92848,14208,Used,Individual Seller,76052
96,2006,Lexus,GS,base,115331,17241,Used,Individual Seller,58130
97,2001,Lexus,RX,N/A,88566,10901,Used,Individual Seller,59113
98,2021,GMC,Envoy,base,34604,23719,Certified,Dealership,83270
99,2014,Lincoln,Navigator,base,59806,11533,Used,Individual Seller,46908
100,2004,Audi,A3,N/A,22245,23644,Used,Dealership,83854
101,1998,Buick,Regal,N/A,122369,17844,Used,Dealership,51589
102,2003,Jeep,Grand Cherokee,N/A,35522,13218,Used,Individual Seller,70896
103,2019,GMC,Envoy,base,12564,20152,Certified,Dealership,86918
104,2023,Kia,Sorento,luxury,12,37819,New,Dealership,33231
105,1997,Honda,Pilot,N/A,129331,12254,Used,Dealership,78549
106,2015,GMC,Yukon,sport,86185,11730,Used,Individual Seller,48074
107,2008,Toyota,Tacoma,luxury,101667,9260,Used,Individual Seller,64137
108,2011,Lincoln,Navigator,base,21745,27328,Used,Individual Seller,36245
109,2006,Mercedes,GLE,sport,25898,31239,Used,Dealership,29647
110,2018,Dodge,Grand Caravan,sport,24717,16677,Certified,Dealership,44655
111,2019,Toyota,Highlander,sport,17761,28866,Certified,Dealership,93046
112,2006,Honda,Accord,base,50623,19217,Used,Individual Seller,34673
113,1998,Kia,Sportage,N/A,143681,19560,Used,Dealership,68412
114,2011,BMW,X3,base,56915,8524,Used,Individual Seller,49132
115,2011,Kia,Sportage,base,131877,5872,Used,Individual Seller,20196
116,1996,Mazda,CX-50,N/A,131932,15115,Used,Individual Seller,18596
117,2023,Subaru,Forester,sport,76,34392,New,Dealership,92213
118,1995,Jeep,Grand Cherokee,N/A,34278,23471,Used,Dealership,38231
119,2006,Ford,Explorer,luxury,18937,18333,Used,Dealership,20476
120,2020,Buick,LaCrosse,sport,10602,17129,Certified,Dealership,47473
121,2013,Lexus,LS,base,27314,11373,Used,Individual Seller,84927
122,2014,Buick,Regal,base,42537,7582,Used,Individual Seller,84478
123,2006,BMW,X3,sport,38914,26889,Used,Dealership,60394
124,2001,Hyundai,Tucson,N/A,131301,11294,Used,Individual Seller,68770
125,1999,Dodge,Charger,N/A,149861,12840,Used,Dealership,70074
126,2017,Chevrolet,Tahoe,base,78216,11206,Used,Individual Seller,42285
127,2010,Lexus,GS,base,72205,24965,Used,Individual Seller,83556
128,2016,Ford,Mustang,sport,48760,20706,Used,Dealership,27884
129,1996,Honda,CR-V,N/A,143564,13990,Used,Dealership,13528
130,2004,BMW,5 Series,N/A,99233,8472,Used,Individual Seller,47129
131,2016,Hyundai,Sonata,base,91975,12396,Used,Individual Seller,15359
132,2012,Acura,TL,sport,94827,17010,Used,Individual Seller,12601
133,2007,Audi,Q5,base,21744,24154,Used,Individual Seller,62874
134,2004,Dodge,Durango,N/A,42541,18874,Used,Dealership,78530
135,2016,BMW,5 Series,base,87849,9344,Used,Dealership,36247
136,2015,Mercedes,C-Class,luxury,97142,9167,Used,Individual Seller,83855
137,2013,Jeep,Wrangler,luxury,99955,13621,Used,Dealership,24339
138,2020,Toyota,Tacoma,sport,6415,25997,Certified,Dealership,67964
139,2023,Mazda,MX5,luxury,31,40925,New,Dealership,62310
140,2005,Acura,Integra,N/A,119851,9909,Used,Dealership,68711
141,1995,Lexus,GS350,N/A,67416,33051,Used,Dealership,74637
142,2020,Lexus,ES300,base,30813,10310,Certified,Dealership,78980
143,2017,Mercedes,GLA,base,52302,22515,Used,Individual Seller,86462
144,2000,Buick,LaCrosse,N/A,17067,28339,Used,Individual Seller,69850
145,2017,Mazda,CX-50,sport,17151,29582,Used,Individual Seller,90229
146,1995,Buick,Regal,N/A,87623,13314,Used,Individual Seller,89920
147,1997,Toyota,RAV4,N/A,129424,18370,Used,Dealership,52784
148,2000,Lincoln,Navigator,N/A,115189,6060,Used,Individual Seller,48514
149,2017,BMW,3 Series,sport,114302,16965,Used,Individual Seller,31474
150,2002,Ford,Escape,N/A,51185,15762,Used,Individual Seller,96890
151,2022,Jeep,Grand Cherokee,sport,45,29027,New,Dealership,53014
152,2007,Volkswagen,Atlas,sport,18248,28905,Used,Dealership,11584
153,2010,Honda,CR-V,luxury,65092,9490,Used,Individual Seller,29196
154,2014,Nissan,Maxima,base,60732,12770,Used,Dealership,68811
155,1998,Hyundai,Sonata,N/A,75731,13463,Used,Individual Seller,12414
156,2004,Acura,Integra,N/A,83629,8293,Used,Dealership,45501
157,2016,BMW,X5,base,47665,27128,Used,Individual Seller,65695
158,2017,Acura,TL,sport,63465,16397,Used,Individual Seller,16648
159,2015,Toyota,Prius,sport,35469,26254,Used,Individual Seller,28529
160,2007,Nissan,Frontier,sport,141268,13261,Used,Individual Seller,11656
161,2006,BMW,5 Series,luxury,33467,34822,Used,Dealership,75439
162,2012,Jeep,Wrangler,base,137240,16639,Used,Dealership,33299
163,2012,Honda,HR-V,sport,101161,10469,Used,Individual Seller,23973
164,2010,Lincoln,Navigator,base,139899,12102,Used,Dealership,12786
165,2014,Acura,Integra,base,65487,21401,Used,Dealership,10631
166,2001,Ford,Fiesta,N/A,48466,22664,Used,Dealership,38141
167,2007,Acura,Integra,base,137653,13552,Used,Individual Seller,60429
168,2001,Audi,A6,N/A,51414,18603,Used,Dealership,53117
169,2023,Chevrolet,Tahoe,base,65,37975,New,Dealership,88953
170,2014,Toyota,4Runner,base,60744,16777,Used,Dealership,24137
171,2016,Chrysler,Town & Country,base,63437,21667,Used,Dealership,66567
172,2022,Volkswagen,Golf,base,51,32147,New,Dealership,19933
173,2009,Volkswagen,Passat,sport,61924,20678,Used,Dealership,70064
174,2015,Acura,TL,luxury,22808,39018,Used,Dealership,74602
175,2010,Acura,Integra,sport,33185,21788,Used,Individual Seller,26232
176,2009,Nissan,Frontier,sport,81688,15551,Used,Individual Seller,47835
177,2014,Chevrolet,Suburban,base,98806,14726,Used,Individual Seller,79525
178,2017,Volkswagen,Golf,sport,111784,10652,Used,Dealership,97579
179,1998,Mazda,MX5,N/A,130001,5565,Used,Individual Seller,68269
180,2005,Subaru,WRX,N/A,81997,13070,Used,Individual Seller,56070
181,2000,Audi,Q7,N/A,123657,8481,Used,Individual Seller,88300
182,2005,Subaru,Outback,N/A,129906,12872,Used,Dealership,39612
183,2022,Honda,Pilot,luxury,54,28774,New,Dealership,51264
184,2021,Ford,F-150,base,10853,31623,Certified,Dealership,67629
185,1996,Lexus,GS350,N/A,149020,18399,Used,Dealership,26130
186,1998,Kia,Sorento,N/A,103099,19145,Used,Dealership,86685
187,2006,Audi,A4,base,15785,13940,Used,Dealership,99655
188,2016,Chevrolet,Tahoe,base,67662,13163,Used,Individual Seller,42137
189,2006,Honda,Accord,base,37110,20333,Used,Dealership,89268
190,2004,BMW,5 Series,N/A,50741,24841,Used,Individual Seller,41186
191,1996,Hyundai,Tucson,N/A,118443,12494,Used,Individual Seller,75812
192,2006,Volvo,S70,luxury,13194,25900,Used,Dealership,16610
193,1999,Nissan,Rogue,N/A,112765,5874,Used,Dealership,67322
194,2013,Audi,A6,sport,22537,9850,Used,Individual Seller,52241
195,1996,Ford,Fiesta,N/A,121001,10900,Used,Individual Seller,63015
196,1997,Toyota,RAV4,N/A,19975,21955,Used,Individual Seller,77019
197,2021,Ford,Fiesta,base,11012,23632,Certified,Dealership,44012
198,1996,Chevrolet,Suburban,N/A,60688,15903,Used,Individual Seller,38593
199,1998,Subaru,WRX,N/A,38631,18510,Used,Dealership,52282
200,2023,Chevrolet,Malibu,sport,60,20753,New,Dealership,26116
201,1996,Honda,Pilot,N/A,37218,21265,Used,Individual Seller,22771
202,2010,Honda,HR-V,sport,80222,17725,Used,Dealership,82684
203,2011,Ford,Mustang,base,85845,7205,Used,Individual Seller,40202
204,1998,Lexus,RX,N/A,79192,6572,Used,Individual Seller,89657
205,2020,BMW,X5,sport,7807,31703,Certified,Dealership,80073
206,2014,Volvo,S60,sport,109935,8190,Used,Individual Seller,59699
207,2013,Hyundai,Tucson,base,59073,20090,Used,Dealership,57237
208,2018,Ford,Escape,base,12124,28514,Certified,Dealership,82952
209,2022,Honda,CR-V,base,76,36170,New,Dealership,33038
210,2007,Subaru,Forester,luxury,78269,12531,Used,Individual Seller,91117
211,2012,GMC,Yukon,luxury,47528,8001,Used,Individual Seller,28991
212,2001,Subaru,Forester,N/A,59109,20090,Used,Individual Seller,19015
213,2001,Kia,Rio,N/A,12197,20141,Used,Individual Seller,25736
214,2014,Dodge,Charger,sport,138756,10471,Used,Individual Seller,97182
215,1996,Buick,Regal,N/A,25036,12770,Used,Dealership,66585
216,1998,Volvo,S60,N/A,148686,16038,Used,Individual Seller,78026
217,2001,Dodge,Durango,N/A,106263,14875,Used,Dealership,69904
218,2014,Toyota,RAV4,base,126241,14917,Used,Dealership,82054
219,2008,BMW,X5,base,43471,17472,Used,Individual Seller,24442
220,2003,Audi,A3,N/A,51293,33306,Used,Dealership,92047
221,2014,Buick,LaCrosse,base,126066,13848,Used,Individual Seller,50007
222,2005,Mercedes,S-Class,N/A,139442,12490,Used,Dealership,40732
223,2017,BMW,5 Series,base,34574,13135,Used,Individual Seller,71640
224,2011,Nissan,Rogue,sport,66375,8204,Used,Individual Seller,42837
225,2013,Lincoln,Navigator,base,107614,11877,Used,Individual Seller,46016
226,2006,Honda,Pilot,base,108368,8294,Used,Individual Seller,54465
227,2017,Chevrolet,Equinox,sport,140430,5731,Used,Dealership,67671
228,2013,Jeep,Wrangler,base,30641,21195,Used,Individual Seller,76422
229,2018,Jeep,Wrangler,sport,33182,14462,Certified,Dealership,45977
230,2011,Honda,Pilot,base,101140,14219,Used,Individual Seller,41303
231,2011,Subaru,Outback,sport,147485,12386,Used,Dealership,94763
232,2018,Audi,A4,base,19515,31260,Certified,Dealership,12149
233,2002,Jeep,Grand Cherokee,N/A,141492,16068,Used,Individual Seller,90909
234,2013,Audi,A3,base,112250,10186,Used,Dealership,35520
235,1999,Chevrolet,Suburban,N/A,130585,12862,Used,Individual Seller,45388
236,2017,Lincoln,Navigator,sport,18705,36056,Used,Dealership,72297
237,2003,Mercedes,S-Class,N/A,47693,14544,Used,Individual Seller,24850
238,2015,Dodge,Durango,sport,103411,8543,Used,Dealership,12437
239,2006,Buick,Regal,sport,45173,25838,Used,Individual Seller,55416
240,2005,Lincoln,Navigator,N/A,34698,30993,Used,Dealership,28036
241,2023,Lincoln,Navigator,base,70,36213,New,Dealership,82365
242,2008,Audi,Q5,sport,128154,5887,Used,Dealership,12922
243,2001,Kia,Sorento,N/A,86342,10766,Used,Dealership,33138
244,2016,Hyundai,Sonata,base,122920,14659,Used,Individual Seller,85392
245,2004,Acura,TL,N/A,147945,8979,Used,Individual Seller,50610
246,2003,Lexus,RX,N/A,55722,23447,Used,Individual Seller,34070
247,2022,Subaru,Forester,base,69,22809,New,Dealership,59748
248,2014,Kia,K5,sport,29441,16877,Used,Dealership,34530
249,1997,Ford,Taurus,N/A,90351,6455,Used,Individual Seller,70897
250,2000,GMC,Sierra,N/A,84071,12976,Used,Dealership,45546
251,2004,Kia,Rio,N/A,138977,18318,Used,Dealership,69919
252,2021,Mazda,CX-90,sport,5956,30563,Certified,Dealership,88194
253,2002,Lexus,GS350,N/A,134947,12122,Used,Individual Seller,76295
254,2019,Mazda,MX5,base,30175,17423,Certified,Dealership,71775
255,2021,Dodge,Charger,base,15432,24887,Certified,Dealership,64000
256,1997,Subaru,WRX,N/A,114850,19726,Used,Dealership,86720
257,2017,Volkswagen,Jetta,base,44843,24971,Used,Dealership,71368
258,2011,Volkswagen,Tiguan,base,62559,30091,Used,Dealership,99837
259,2020,Mazda,CX-50,luxury,13280,24854,Certified,Dealership,69268
260,2004,Toyota,Prius,N/A,92121,15562,Used,Dealership,10758
261,1995,Kia,Forte,N/A,43522,27085,Used,Dealership,88702
262,2010,Mazda,3,sport,89358,9647,Used,Individual Seller,10035
263,2009,Lexus,ES300,sport,70488,20734,Used,Individual Seller,83898
264,2005,Volkswagen,Golf,N/A,38177,15677,Used,Individual Seller,94282
265,2013,Mazda,CX-50,base,66658,12942,Used,Individual Seller,84461
266,2009,Ford,Escape,sport,97713,15052,Used,Individual Seller,82253
267,2005,GMC,Envoy,N/A,67246,10226,Used,Individual Seller,71991
268,2003,Volkswagen,Jetta,N/A,145484,11921,Used,Dealership,10787
269,1998,Jeep,Grand Cherokee,N/A,11094,16007,Used,Dealership,61768
270,2022,Honda,Civic,sport,86,26299,New,Dealership,66517
271,1996,Mazda,3,N/A,49109,34651,Used,Dealership,31670
272,2003,Subaru,WRX,N/A,85640,17957,Used,Dealership,61631
273,2013,Lincoln,Navigator,sport,57175,18726,Used,Dealership,12223
274,2005,Chevrolet,Malibu,N/A,75185,15136,Used,Individual Seller,66241
275,1997,Acura,Integra,N/A,119567,7351,Used,Dealership,29006
276,2016,Volkswagen,Golf,sport,141110,7279,Used,Individual Seller,60700
277,2009,Honda,Pilot,sport,138370,17189,Used,Individual Seller,40349
278,2023,Mercedes,S-Class,sport,83,27733,New,Dealership,36038
279,2022,Buick,LaCrosse,base,55,47017,New,Dealership,63605
280,2014,Volkswagen,Passat,sport,44995,25890,Used,Individual Seller,86964
281,2015,Lexus,ES,base,96581,13320,Used,Individual Seller,65639
282,2007,Honda,HR-V,base,76665,14382,Used,Individual Seller,34299
283,2007,Chevrolet,Impala,base,57914,13239,Used,Individual Seller,55412
284,2014,Volkswagen,Atlas,base,74958,21672,Used,Individual Seller,50959
285,2018,Buick,LaCrosse,base,28814,20173,Certified,Dealership,24391
286,2022,Volkswagen,Golf,base,92,42424,New,Dealership,48410
287,2004,Nissan,Frontier,N/A,63052,25316,Used,Dealership,12201
288,1997,GMC,Envoy,N/A,112356,8806,Used,Individual Seller,37786
289,2005,Volvo,XC90,N/A,12732,29129,Used,Dealership,51520
290,1999,Subaru,Outback,N/A,85227,11963,Used,Individual Seller,44443
291,2015,Nissan,Murano,sport,11127,13782,Used,Individual Seller,89546
292,2021,Audi,A6,sport,32186,20163,Certified,Dealership,58652
293,2009,Buick,LaCrosse,base,107045,16231,Used,Dealership,26483
294,1999,GMC,Yukon,N/A,14124,30674,Used,Individual Seller,50982
295,2015,Lincoln,Navigator,sport,70219,24710,Used,Individual Seller,82721
296,2002,Toyota,Land Cruiser,N/A,94465,12600,Used,Individual Seller,80111
297,2021,GMC,Sierra,base,26192,22098,Certified,Dealership,13813
298,2008,Mazda,MX5,base,77168,7018,Used,Individual Seller,25638
299,2001,Audi,A4,N/A,147296,11648,Used,Dealership,35441
300,2005,Toyota,Highlander,N/A,61472,16537,Used,Dealership,29991
301,2020,Jeep,Wrangler,sport,26819,23289,Certified,Dealership,32691
302,2007,Lincoln,Navigator,luxury,36321,27000,Used,Dealership,14194
303,1997,Kia,Sorento,N/A,104585,14311,Used,Dealership,14378
304,2009,Subaru,Outback,base,20000,20071,Used,Individual Seller,33997
305,2017,Subaru,Forester,base,116234,11100,Used,Dealership,36847
306,1998,Mercedes,GLE,N/A,146885,9747,Used,Individual Seller,27434
307,1996,Ford,Escape,N/A,18298,17063,Used,Individual Seller,55939
308,2022,Subaru,WRX,sport,97,43635,New,Dealership,50991
309,1998,Audi,Q7,N/A,72137,12257,Used,Dealership,81210
310,2003,Dodge,Ram 1500,N/A,22159,35121,Used,Dealership,20832
311,2001,Buick,LaCrosse,N/A,67308,27902,Used,Dealership,48682
312,1998,Lexus,ES,N/A,73750,17134,Used,Dealership,84542
313,2003,Buick,Regal,N/A,143994,8958,Used,Dealership,27067
314,2021,Dodge,Durango,sport,11079,33754,Certified,Dealership,35806
315,2012,BMW,3 Series,base,144016,11577,Used,Dealership,97047
316,2003,Honda,Civic,N/A,73523,32181,Used,Dealership,81075
317,2012,Subaru,Outback,base,116714,12040,Used,Individual Seller,24122
318,2022,Mazda,CX-5,base,50,37814,New,Dealership,14030
319,2011,Kia,Sorento,sport,86866,19191,Used,Dealership,71657
320,2005,Honda,CR-V,N/A,116552,15722,Used,Individual Seller,30165
321,2007,Mercedes,C-Class,sport,140884,11361,Used,Individual Seller,36029
322,2022,Nissan,Murano,sport,87,34628,New,Dealership,52678
323,2021,Kia,Forte,sport,21290,15627,Certified,Dealership,47978
324,2022,Ford,Explorer,sport,9,21468,New,Dealership,48341
325,1995,Dodge,Durango,N/A,34484,25138,Used,Individual Seller,28442
326,2010,Nissan,Pathfinder,sport,14512,9278,Used,Individual Seller,73088
327,2017,Mercedes,E-Class,luxury,43672,8227,Used,Individual Seller,64600
328,1996,BMW,3 Series,N/A,92367,15847,Used,Dealership,36818
329,1995,Acura,Integra,N/A,71331,18971,Used,Dealership,69268
330,2006,Audi,A4,luxury,89250,8761,Used,Dealership,34548
331,2014,Dodge,Charger,sport,49979,20064,Used,Dealership,34758
332,2008,Mazda,MX5,base,57337,14030,Used,Individual Seller,17642
333,2009,Acura,TL,sport,90421,12029,Used,Dealership,24663
334,2017,Subaru,WRX,base,98551,9638,Used,Individual Seller,60174
335,2005,Subaru,Outback,N/A,82759,16615,Used,Individual Seller,67124
336,2019,Subaru,Outback,base,8264,24093,Certified,Dealership,38305
337,2007,Audi,A3,base,129124,15616,Used,Individual Seller,23022
338,2015,Dodge,Durango,luxury,46100,31197,Used,Dealership,86299
339,2003,Kia,Forte,N/A,52789,20891,Used,Individual Seller,91917
340,2011,Chevrolet,Malibu,base,103954,10456,Used,Dealership,98134
341,2005,Lincoln,Navigator,N/A,114524,5413,Used,Dealership,17937
342,2010,Volkswagen,Golf,sport,57133,19552,Used,Individual Seller,41048
343,1996,Chevrolet,Silverado,N/A,58885,10503,Used,Dealership,59854
344,2011,GMC,Sierra,base,53029,19981,Used,Dealership,52823
345,2005,Dodge,Charger,N/A,125792,19481,Used,Dealership,86305
346,2004,Volkswagen,Jetta,N/A,47719,34234,Used,Dealership,45830
347,2006,Lincoln,Navigator,sport,112616,8497,Used,Individual Seller,22416
348,2019,Honda,Accord,luxury,31845,19330,Certified,Dealership,20895
349,2004,Dodge,Charger,N/A,105723,17201,Used,Individual Seller,14494
350,2023,Dodge,Charger,base,37,21328,New,Dealership,84065
351,2023,Nissan,Rogue,base,59,31339,New,Dealership,48596
352,2015,Acura,Integra,base,58610,18261,Used,Individual Seller,31831
353,2007,Honda,Accord,base,82503,14492,Used,Individual Seller,10713
354,2023,BMW,X5,base,31,47736,New,Dealership,64186
355,2014,Dodge,Ram 1500,base,69177,17591,Used,Dealership,99014
356,2023,Kia,Sportage,base,98,20791,New,Dealership,27948
357,2021,Dodge,Durango,base,29437,16902,Certified,Dealership,26152
358,2012,Ford,Explorer,sport,67885,28286,Used,Dealership,92251
359,2001,Volkswagen,Passat,N/A,130798,5419,Used,Dealership,52886
360,2021,Toyota,4Runner,base,26222,22447,Certified,Dealership,89638
361,2017,Mercedes,S-Class,sport,38564,19638,Used,Dealership,50194
362,1999,Lexus,ES,N/A,49315,33589,Used,Dealership,78434
363,2005,Ford,Ranger,N/A,10836,12663,Used,Dealership,84187
364,2001,Buick,Regal,N/A,95746,17447,Used,Individual Seller,15566
365,2013,Audi,Q7,base,57951,16979,Used,Dealership,24111
366,2014,Audi,Q5,base,113399,11292,Used,Individual Seller,92456
367,2015,Toyota,Corolla,sport,124397,15531,Used,Dealership,64664
368,2019,Kia,Sorento,luxury,13863,30700,Certified,Dealership,59117
369,2016,Lincoln,Navigator,base,90532,18674,Used,Dealership,18179
370,2003,Nissan,Altima,N/A,27110,18532,Used,Individual Seller,62717
371,2019,Acura,TL,sport,25191,18393,Certified,Dealership,96718
372,2002,Volkswagen,Jetta,N/A,27091,34098,Used,Individual Seller,82219
373,2013,Hyundai,Elantra,sport,44605,16604,Used,Dealership,49930
374,2004,Volvo,S60,N/A,79501,17681,Used,Dealership,24635
375,1996,Acura,TL,N/A,126612,11983,Used,Individual Seller,18155
376,2021,GMC,Envoy,sport,22608,14905,Certified,Dealership,72898
377,2000,Honda,CR-V,N/A,125808,17968,Used,Dealership,57299
378,2015,Audi,A6,base,121572,5325,Used,Dealership,55438
379,2015,Dodge,Ram 1500,luxury,54275,12368,Used,Dealership,62053
380,2020,Lexus,GS,sport,25277,18627,Certified,Dealership,74665
381,2012,Nissan,Rogue,sport,132970,5635,Used,Individual Seller,49786
382,2005,Lexus,RX,N/A,133105,11120,Used,Dealership,52561
383,2010,Lexus,ES,base,84595,15581,Used,Individual Seller,45485
384,2006,Ford,Explorer,sport,120103,7469,Used,Dealership,60633
385,2001,Lexus,GS,N/A,22822,37223,Used,Dealership,43625
386,1998,Toyota,Avalon,N/A,40066,25476,Used,Dealership,35704
387,1998,Buick,LaCrosse,N/A,43289,17915,Used,Dealership,20362
388,2012,Mazda,3,sport,32246,21232,Used,Dealership,77214
389,1995,Mazda,MX5,N/A,102179,5653,Used,Individual Seller,34630
390,2000,Mercedes,S-Class,N/A,125580,14847,Used,Individual Seller,67410
391,2012,Chrysler,Town & Country,base,68913,20601,Used,Dealership,69449
392,2018,Mercedes,GLA,luxury,27059,17731,Certified,Dealership,36907
